nm0816669,Douglas Spain,Douglas Spain,,"Douglas Spain captured critical praise and a 1998 Independent Spirit Award nomination for his feature film debut in Fox Searchlight's ""Star Maps."" The film, which premiered at the Sundance Film Festival, tells the dark-humored story of 'Carlos' (Spain), whose route to realizing his dreams of acting leads him to selling maps to the stars' homes as well as himself on the streets of Los Angeles. Spain appeared in HBO's ""Walkout"" directed by Edward James Olmos as well as ""The Reading Room"" opposite James Earl Jones for the Hallmark Channel. He has been seen in HBO's ""Band Of Brothers"" produced by Steven Spielberg and Tom Hanks; ""44 Minutes"" with Michael Madsen for FX; ""Delivering Milo"" with Bridget Fonda and Albert Finney for Deepak Nayar; USA Films' ""Cherry Falls"" with Brittany Murphy and Jay Mohr; Artisan Entertainment's ""Permanent Midnight"" alongside Ben Stiller and Owen Wilson; the independent film ""Hunting Of Man"" which he also Executive Produced; and three Lions Gate Films: ""But I'm a Cheerleader"" with Natasha Lyonne and Clea DuVall, ""Ricochet River"" starring opposite Kate Hudson, and ""What's Cooking"" with Mercedes Ruehl, Kyra Sedgwick and Alfre Woodard. Spain recurred on the Showtime Original Series ""Resurrection Boulevard"" with Elizabeth Pena and Esai Morales. He was also well received in the Showtime Original Picture ""12 Angry Men,"" as part of a stellar ensemble cast including such acclaimed actors as Ossie Davis, George C. Scott, Jack Lemmon, Hume Cronyn, James Gandolfini and Edward James Olmos under the direction of William Friedkin. Spain made his directorial debut with the short film ""Charity."" Douglas Spain's stage productions include ""Gunplay: La Familia"" with Naked Angels, L.A. and ""Sunrise In My Pocket"" with Playmakers Repertory Company, North Carolina.","April 15, 1974 in Los Angeles, California, USA",1974-04-15,"Los Angeles, California, USA",,,,,,0,0,0,0
nm0816670,Fay Spain,Lona Fay Spain,164,"She was your typical B-movie drive-in bad girl - sometimes blonde, sometimes brunette, always bodacious. A tease, a taunter and a temptress throughout most her career, Fay Spain was born in Phoenix, Arizona, in 1932. She headed to New York where she initially found summer stock work and a bit of television exposure. One of her earliest TV appearances was not as an actress but as a contestant on the TV game show You Bet Your Life (1950) starring Groucho Marx. By 1956, this fetching starlet was winning episodic roles on the more popular shows of the day, including Perry Mason (1957), Cheyenne (1955) and Gunsmoke (1955). She was also gaining notice on the covers of magazines. This cheesecake attention led directly to her juvenile delinquent debut in Dragstrip Girl (1957) with John Ashley and Steven Terrell, where she immediately established herself as the party girl boys are willing to race cars and fight over. Other equally cheap-jack films followed with Teenage Doll (1957), Il quadrato della violenza (1957), and The Abductors (1957). Fay made an aggressive move into higher quality films with Erskine Caldwell's best-seller Il piccolo campo (1958), where she played ""Darlin' Jill"", another amoral sexpot, and as Rod Steiger's moll in Al Capone (1959), but then it was right back to Grade Z level work with The Beat Generation (1959) co-starring Mamie Van Doren, The Private Lives of Adam and Eve (1960) in which she tempts Martin Milner with the old forbidden fruit routine, and a 1962 Italian spectacle as an evil queen trying to thwart the actions of Hercules. Although Fay made some efforts to return to TV work, her career was pretty much over by the mid-60s. One of her last roles was a bit part as a mafioso matriarch in Il padrino - Parte II (1974). Fay died of cancer at age 50 in 1983.","October 6, 1932 in Phoenix, Arizona, USA",1932-10-06,"Phoenix, Arizona, USA","May 8, 1983 in Los Angeles County, California, USA  (cancer)",1983-05-08,"Los Angeles County, California, USA  ",cancer,"Philip Fulmer Westbrook Jr.  (11 May 1968 - 8 May 1983) (her death)
Imo Ughini  (8 August 1965 - 1966) (divorced)
John Armen Altoon  (30 January 1959 - 1 March 1962) (divorced)
John Falvo  (27 January 1952 - 6 January 1958) (divorced) (1 child)",4,3,1,1
nm0816679,Mark Spain,Mark Spain,,"Mark Spain was born in 1971 in Australia. He is an actor, known for Mad Max - Oltre la sfera del tuono (1985), The Restless Years (1977) and The Schlocky Horror Picture Show (2007).",1971 in Australia,1971 in Australia,Australia,,,,,,0,0,0,0
nm0816688,Roda Spain,Roda Spain,,"Roda Spain is an actress, known for The Scavengers (1969).",,,,,,,,,0,0,0,0
nm0816719,Kim Spalding,Ross Farris Latimer,,"Kim Spalding was born on December 7, 1915 in Washington, Missouri, USA as Ross Farris Latimer. He was an actor, known for Il mostro dell'astronave (1958), Polizia militare (1952) and Stories of the Century (1954). He was married to Jeanne Cagney. He died on November 18, 2000 in Los Angeles, California, USA.","December 7, 1915 in Washington, Missouri, USA",1915-12-07,"Washington, Missouri, USA","November 18, 2000 in Los Angeles, California, USA  (undisclosed)",2000-11-18,"Los Angeles, California, USA  ",undisclosed,Jeanne Cagney  (11 September 1944 - 7 April 1952) (divorced),1,1,0,0
nm0816724,Thomas E. Spalding,Thomas E. Spalding,,,"April 1, 1926 in Bowling Green, Kentucky, USA",1926-04-01,"Bowling Green, Kentucky, USA","February 9, 1996 in Los Angeles, California, USA",1996-02-09,"Los Angeles, California, USA",,"Sally J. Roddy  (1977 - 9 February 1996) (his death)
Bernice S. McGill  (1951 - 1971) (divorced) (4 children)",2,1,1,4
nm0816726,Jakub Spalek,Jakub Spalek,,"Jakub Spalek was born on May 8, 1968 in Brumov - Bylnice, Czechoslovakia. He is an actor and director, known for Jízda (1994), Gen: Galerie elity národa (1993) and Sakalí léta (1993).","May 8, 1968 in Brumov - Bylnice, Czechoslovakia [now Czech Republic]",1968-05-08,"Brumov - Bylnice, Czechoslovakia [now Czech Republic]",,,,,,0,0,0,0
nm0816735,Petra Spalková,Petra Spalková,,"Petra Spalková was born on February 21, 1975 in Brno, Czechoslovakia. She is an actress, known for Bába z ledu (2017), Jako nikdy (2013) and Smradi (2002). She is married to Miloslav Tichý. They have two children.","February 21, 1975 in Brno, Czechoslovakia [now Czech Republic]",1975-02-21,"Brno, Czechoslovakia [now Czech Republic]",,,,,Miloslav Tichý  (? - present) (2 children),1,0,1,2
nm0816741,Mike Spalla,Mike Spalla,,,,,,,,,,,0,0,0,0
nm0816742,Rick Spalla,Rick Spalla,,"Coming from a strong family history in Hollywood, Rick Spalla has been involved in film and television production for over thirty years. His father, Rick Spalla Sr., is regarded in the Hollywood production community for pioneering the format of the entertainment news magazine show during the decade of the sixties. The Spalla family owns and operates the Hollywood Newsreel Library, which contains a vast archive of Hollywood-related footage and programs spanning the last five decades.Rick was introduced to the technical side of film and television production at an early age. In his teens he became proficient as an editor and cameraman, working on a wide range of projects. After attending film school at USC, he ventured into the world of independent filmmaking, producing his first feature film ""Drawn to Kill"" in 1993. Since then he has produced a number feature films under his company banner Hip Films. In 2001 his short film ""Becoming Irish"" won Best Comedic Short at the New York Independent Film Festival. His 2004 film ""Pledge of Allegiance"" was picked up by Universal after being spotted in another festival. In the mid-2000's he directed and produced 24 one-hour specials for TV Guide Network. In 2007 Spalla took over the CBS Studios at Sunset and Gower in Hollywood and turned the former network flagship into a vibrant independent production facility. Shows produced there included MTV's ""The Real World"", ""Jackass"", ""Dead End City"" and countless independent film productions including ""Autopsy"", ""The Black Waters of Echo's Pond"" which was released theatrically worldwide.Rick produced and financed films with the David Lynch company Absurda, including the Werner Herzog thriller ""My Son My Son What Have Ye Done"" and ""Repo Chic"" as well as and the indie drama ""Janie Jones"" which was theatrically distributed by Tribeca Entertainment. He also recently directed the horror feature ""Drain Baby"" and produced the small-town dramedy ""Jesus in Cowboy Boots"" which debuted at the 2013 Cannes Film Festival.In 2014 Spalla produced the documentary feature ""And the Oscar Goes to..."" in conjunction with the Academy of Motion Picture Arts and Sciences and Telling Pictures. Spalla is currently developing the feature film ""Zeppelin Rising"" which explores the early days of iconic guitarist Jimmy Page and the subsequent formation of the band Led Zeppelin. Other future projects include the family-adventure film ""The Treasure of Pirate's Cove"" (Director) and indie thriller ""Next Door"" (Producer).","November 1, 1967 in Granada Hills, California, USA",1967-11-01,"Granada Hills, California, USA",,,,,Lisa Frodsham Spalla  (22 October 2005 - present),1,0,0,0
nm0816744,Tony Spalla,Tony Spalla,,"Tony Spalla was born on November 6, 1931 in Sandusky, Ohio, USA. He is known for his work on My Brother's Wife (1966), Lust and the Flesh (1965) and The Girl from S.I.N. (1966).","November 6, 1931 in Sandusky, Ohio, USA",1931-11-06,"Sandusky, Ohio, USA",,,,,,0,0,0,0
nm0816788,Ron Spang,Ron Spang,,,,,,,,,,,0,0,0,0
nm0816800,Donna Spangler,Donna Louise Spangler,173,"Donna Spangler was born on November 2, 1962 in Los Angeles, California, USA as Donna Louise Spangler. She is an actress and producer, known for Beverly Hills Christmas (2015), American Poltergeist (2015) and Pet Moms (2018).","November 2, 1962 in Los Angeles, California, USA",1962-11-02,"Los Angeles, California, USA",,,,,,0,0,0,0
nm0816807,Larry G. Spangler,Larry G. Spangler,,Larry G. Spangler is a producer and director.,,,,,,,,,0,0,0,0
nm0816817,Suzanne Spangler,Suzanne Spangler,,,,,,,,,,,0,0,0,0
nm0816842,Maarten Spanjer,Martinus Raphaël Spanjer,,"Maarten Spanjer was born on October 24, 1952 in Amsterdam, Noord-Holland, Netherlands as Martinus Raphaël Spanjer. He is an actor, known for Kameleon 2 (2005), De fabriek (1981) and Laat maar zitten (1988).","October 24, 1952 in Amsterdam, Noord-Holland, Netherlands",1952-10-24,"Amsterdam, Noord-Holland, Netherlands",,,,,,0,0,0,0
nm0816844,Martin Spanjers,Martin Spanjers,165,"Martin Spanjers was born on February 2, 1987 in Tucson, Arizona, USA. He is an actor and producer, known for 8 semplici regole... per uscire con mia figlia (2002), The Accomplice (2017) and True Blood (2008).","February 2, 1987 in Tucson, Arizona, USA",1987-02-02,"Tucson, Arizona, USA",,,,,,0,0,0,0
nm0816845,DJ Spank,Marc Grémillon,,"DJ Spank was born as Marc Grémillon. He is a composer, known for Yamakasi - I nuovi samurai (2001), Féroce (2002) and Old School (2000).",,,,,,,,,0,0,0,0
nm0816866,Helmut Spanner,Helmut Spanner,,,"February 5, 1951 in Augsburg, Bavaria, Germany",1951-02-05,"Augsburg, Bavaria, Germany",,,,,,0,0,0,0
nm0816868,Søren Spanning,Søren Spanning,,"Søren Spanning was born on May 30, 1951 in Frederiksberg, Denmark. He was an actor, known for Royal Affair (2012), Borgen - Il potere (2010) and Lærkevej (2009). He was married to Karen-Lise Mynster. He died on February 12, 2020 in Copenhagen, Denmark.","May 30, 1951 in Frederiksberg, Denmark",1951-05-30,"Frederiksberg, Denmark","February 12, 2020 in Copenhagen, Denmark",2020-02-12,"Copenhagen, Denmark",,Karen-Lise Mynster  (? - 12 February 2020) (his death) (2 children),1,0,1,2
nm0816872,Anthony Spano,Anthony Spano,,,,,,,,,,,0,0,0,0
nm0816876,Joe Spano,Joseph Peter Spano,178,"Boyish-looking actor Joe Spano, best known for his sympathetic detective role on the grim 1980's police series Hill Street giorno e notte (1981), was born Joseph Peter Spano on July 7, 1946, in San Francisco, the son of a doctor. A Bishop Riordan High School and University of California-Berkeley graduate, his original intention was to be a pre-med major, but that dissipated with the growing interest of acting.Joe gained experience working with a San Francisco improv group called The Wing. While at college he made his debut as Paris in a production of ""Romeo and Juliet"" in 1967 and the very next year helped founded the Berkeley Repertory Theatre, appearing in its very first first production of ""Woyzek."" He stayed with the company for 10 years and appeared in many of its plays including ""Hamlet"" and ""Cat on a Hot Tin Roof.""In the 1970's, Joe decided to give Hollywood a try. Playing a seductive vampire in the cult musical ""Dracula: A Musical Nightmare"" in a small LA theatre, he pursued film and TV at the same time. In between small parts on TV (""Streets of San Francisco,"" ""Lou Grant,"" ""Trapper John""), he earned bit roles as hoodlums and other assorted urban troublemaker types in such films as American Graffiti (1973) and Cielo di piombo, ispettore Callaghan (1976). He was also given the romantic cub reporter lead in the obscure supernatural horror movie Warlock Moon (1973) and, later, co-starred in the equally obscure low-budget political drama Northern Lights (1978).After his Emmy-nominated success playing junior officer Harry Goldblume on Hill Street giorno e notte (1981), Joe appeared here, there and everywhere but to somewhat less notoriety. He managed to cop recurring roles in several other series: Amazing Grace (1995), again as a detective, Murder One (1995), and as a doctor in Mercy Point (1998). He also appeared in assorted TV movies and mini-series including Emergenza nucleare (1988), Fede cieca (1990), L'estate del mio bambino (1991), the starring role in The Flood: Who Will Save Our Children? (1993), and Dalla Terra alla Luna (1998), not to mention guest parts on ""Valerie,"" ""Civil Wars,"" ""Reasonable Doubts,"" ""The X Files,"" ""Profiler,"" ""JAG,"" Nash Bridges"" and ""Touched by an Angel.""Joe made his Broadway bow in 1992 as Walter in a revival of Arthur Miller's ""The Price"" starring Eli Wallach. West coast stage credits have included ""Speed-the-Plow"" and ""American Buffalo,"" the latter earning him a Los Angeles Drama Critics Circle Award. In films, Spano worked alongside Tom Hanks in Apollo 13 (1995) and Richard Gere and Edward Norton in Schegge di paura (1996), among others.Into the millennium, Joe returned to another recurring detective role with the hit police series New York Police Department (1993). More recently, Spano had the frequent role of FBI Special Agent Tobias Fornell in NCIS - Unità anticrimine (2003) in between featured roles in such movies as Ticker (2001), in which he played a character named Captain Spano, Sotto corte marziale (2002), Hollywoodland (2006), Il caso Thomas Crawford (2007) and Frost/Nixon - Il duello (2008)Spano and his wife Joan, a therapist, have adopted two daughters. His credits are often confused with Australian actor Joseph Spano. They are not related.","July 7, 1946 in San Francisco, California, USA",1946-07-07,"San Francisco, California, USA",,,,,Joan Zerrien  (26 November 1980 - present) (2 children),1,0,1,2
nm0816880,Nick Spano,Nick Spano,185,"Nick Spano was born on March 16, 1976 in Los Angeles, California, USA. He is an actor and director, known for Even Stevens (2000), Angel (1999) and Time Chasers (1994).","March 16, 1976 in Los Angeles, California, USA",1976-03-16,"Los Angeles, California, USA",,,,,,0,0,0,0
nm0816882,Roberto Spano,Roberto Spano,,,,,,,,,,,0,0,0,0
nm0816890,Yannis Spanos,Yannis Spanos,,"Yannis Spanos was born on July 26, 1934 in Kiato Korinthias, Greece. He was a composer, known for Ekeino to kalokairi... (1971), Nel mirino di Black Aphrodite (1977) and Omorfes meres (1970). He died on October 31, 2019 in Kiato Korinthias.","July 26, 1934 in Kiato Korinthias, Greece",1934-07-26,"Kiato Korinthias, Greece","October 31, 2019 in Kiato Korinthias, Greece  (stroke)",2019-10-31,"Kiato Korinthias, Greece  ",stroke,,0,0,0,0
nm0816893,Stamatis Spanoudakis,Stamatis Spanoudakis,,"Stamatis Spanoudakis was born on December 11, 1948 in Omonia, Athens, Greece. He is a composer, known for Nyfes (2004), Promitheas se deftero prosopo (1975) and Erotas sti hourmadia (1990).","December 11, 1948 in Omonia, Athens, Greece",1948-12-11,"Omonia, Athens, Greece",,,,,,0,0,0,0
nm0816908,Mary Sparacio,Mary Sparacio,,,,,,,,,,,0,0,0,0
nm0816914,Dejan Sparavalo,Dejan Sparavalo,,"Dejan Sparavalo is an actor and composer, known for Gatto nero, gatto bianco (1998), Jagoda: Fragole al supermarket (2003) and La vita è un miracolo (2004).",,,,,,,,,0,0,0,0
nm0816944,Muriel Spark,Muriel Sarah Camberg,,"Muriel Spark was born on February 1, 1918 in Edinburgh, Scotland as Muriel Sarah Camberg. She was a writer, known for La strana voglia di Jean (1969), Identikit (1974) and Masterpiece Theatre (1971). She was married to Sidney Oswald Spark. She died on April 13, 2006 in Florence, Tuscany, Italy.","February 1, 1918 in Edinburgh, Scotland, UK",1918-02-01,"Edinburgh, Scotland, UK","April 13, 2006 in Florence, Tuscany, Italy",2006-04-13,"Florence, Tuscany, Italy",,Sidney Oswald Spark  (1937 - 1943) (divorced) (1 child),1,1,1,1
nm0816950,John Sparkes,John Sparkes,,"John Sparkes was born on January 9, 1954 in Swansea, Wales. He is an actor and writer, known for Shaun - Vita da pecora (2015), Calendar Girls (2003) and Naked Video (1986). He is married to Beverly. They have two children.","January 9, 1954 in Swansea, Wales, UK",1954-01-09,"Swansea, Wales, UK",,,,,Beverly  (? - present) (2 children),1,0,1,2
nm0816962,Adrian Sparks,Adrian Sparks,,"Born in the UK and raised in the US, Adrian Sparks is an award winning veteran actor of the American stage. He has played leading roles at some of the most prestigious theaters in the country including The Tyrone Guthrie in Minnesota, Seattle Repertory, Long Wharf, and the Shakespeare Theater Company in Wash, DC, to name a few. His 2005 Los Angeles performance of Ernest Hemingway in the one-man play Papa, by Pulitzer Prize winning author John deGroot, garnered Adrian an Ovation Award nomination for Best Actor. In 2009, he rec'd an Acclaim Award for Best Leading Actor, as well as a CEA Award for Best Actor for his portrayal of Sharky in The Seafarer, at the Ensemble Theater in Cincinnati. Since 2010, he has spent multiple seasons at The Old Globe in San Diego as a leading member of the Shakespeare Company created by Adrian Noble. During his tenure at The Globe, his portrayal of Matthew Harrison Brady in the acclaimed production of Inherit the Wind, led to a nomination for a Craig Noel Award as Best Actor 2013. As a film actor, he has appeared in more than 75 film, television, and commercial productions. Most notable is his portrayal of Ernest Hemingway in the 2015 film Papa Hemingway in Cuba (2015), written by Denne Bart Petitclerc and directed by Bob Yari.",,,,,,,,,0,0,0,0
nm0816968,Bruce G. Sparks,Bruce Sparks,,"Bruce G. Sparks was born as Bruce Sparks. He died in April 2009 in Phoenix, Arizona, USA.",,,,"April, 2009 in Phoenix, Arizona, USA",2009-04-01,"Phoenix, Arizona, USA",,,0,0,0,0
nm0817021,Ned Sparks,Edward Arthur Sparkman,175,"Ned Sparks proved himself a top character support whose style would be imitated for decades to come. Although less remembered now, he was an inimitable cinematic player back in 1930s Hollywood. The nasal-toned, deadpan comedian Sparks was born Edward A. Sparkman in Guelph, Canada, and was raised for a time in St. Thomas, Ontario. He attended the University of Toronto and, after a period of soul-searching, decided upon acting. He began, believe it or not, as a honky-tonk balladeer in Dawson Creek, Alaska. In 1907, he went to New York and developed his stone-faced reputation in comic outings. His first film in 1915 did not lead to other offers, particularly during a black-balling incident as a one of the founding members of Actors Equity. In 1922, his movie career headed full steam, but it was the advent of sound with Ned's cynical tones, raspy whines and sour disposition that sparked a comfortable film niche, making close to 100 films in all. La danza delle luci (1933), Verso Hollywood (1933), the Caterpillar in the all-star Alice nel paese delle meraviglie (1933), the Claudette Colbert and Louise Beavers version of Lo specchio della vita (1934) were just a few of his more noticeable roles. His cigar-chomping puss became so well-known at Warner Bros., in fact, that Walt Disney's short animated film Broken Toys (1935) had a Jack-in-the-Box character based exclusively on Ned's image. A few years later, when Disney made Mamma Oca va a Hollywood (1938), Ned's caricature played The Jester. In 1939, Tex Avery portrayed him as a hermit crab in Fresh Fish (1939). A radio favorite over the years, he performed alongside Bing Crosby quite frequently. His last disagreeable Hollywood role would be alongside James Stewart in La città magica (1947). In 1957, he died of an intestinal blockage.","November 19, 1883 in Guelph, Ontario, Canada",1883-11-19,"Guelph, Ontario, Canada","April 3, 1957 in Victorville, California, USA  (intestinal obstruction)",1957-04-03,"Victorville, California, USA  ",intestinal obstruction,Mercedes Cabalerro  (1931 - 17 April 1936) (divorced) (1 child),1,1,1,1
nm0817023,Nicholas Sparks,Nicholas Sparks,,"Nicholas Sparks was born on December 31, 1965 in Omaha, Nebraska. He graduated from the University of Notre Dame in 1988 and is one of the more critically-acclaimed authors of the past 5 years. He is the author of 5 best-selling books, including ""The Notebook"" and ""The Rescue"". Eleven of his books, Le parole che non ti ho detto (1999), I passi dell'amore (2002), Le pagine della nostra vita (2004), Come un uragano (2008), The Last Song [2010] , Dear John [2010] , The Lucky One [2012], Safe Haven [2013] , The Best of Me [2014] , La risposta è nelle stelle (2015) and La scelta - The Choice (2016)have been adapted into blockbuster movies. Sparks lives in North Carolina with his wife, 3 sons, and twin daughters.","December 31, 1965 in Omaha, Nebraska, USA",1965-12-31,"Omaha, Nebraska, USA",,,,,Catherine Cote  (22 July 1989 - 2015) (divorced) (5 children),1,1,1,5
nm0817027,Paul Sparks,Paul Sparks,182,"Paul Sparks was born on October 16, 1971 in Lawton, Oklahoma, USA. He is an actor, known for House of Cards - Gli intrighi del potere (2013), Boardwalk Empire: L'impero del crimine (2010) and Midnight Special - Fuga nella notte (2016). He is married to Annie Parisse. They have two children.","October 16, 1971 in Lawton, Oklahoma, USA",1971-10-16,"Lawton, Oklahoma, USA",,,,,Annie Parisse  (? - present) (2 children),1,0,1,2
nm0817029,Randy Sparks,Lloyd A. Sparks,,"Randy Sparks was born on July 29, 1933 in Leavenworth, Kansas, USA as Lloyd A. Sparks. He was previously married to Diane Jergens and Jackie Miller.","July 29, 1933 in Leavenworth, Kansas, USA",1933-07-29,"Leavenworth, Kansas, USA",,,,,"Diane Jergens  (6 September 1963 - 9 October 2018) (her death) (4 children)
Jackie Miller  (1958 - 1962) (divorced)",2,1,1,4
nm0817033,Richard Sparks,Richard Sparks,,"Richard Sparks is an English-born comedy writer, lyricist, librettist, author and director now living in Los Angeles. He has written extensively for television, film, radio and the stage as well as theatre and the opera. His opera libretti include original works, mostly commissioned by the Los Angeles Opera, and translations/adaptations of Classic operas. He is the author of three books. Richard wrote the Schoolmaster sketch for Rowan Atkinson (The Secret Policeman's Ball). He was also a staff writer on Not The Nine O'Clock News. He had previously written two Edinburgh Fringe Oxford Revues starring Mel Smith.Richard is also the owner of Sporting Life Bar in Las Vegas, a multi-award winning Nevada tavern that has been named Sports Bar of the Year every year since it opened in 2014.",,,,,,,,,0,0,0,0
nm0817035,Robert Sparks,Salathiel Robert Sparks,,"Husband of actress Penny (Blondie Bumstead) Singleton, Sparks produced a number of the ""Blondie"" movies during the late '30s and early '40s. Sparks began his career in Hollywood in 1932 with Paramount Pictures where he was employed as a writer. He joined Columbia Pictures in 1938 and began producing the ""Blondie"" films. After serving in the Marines during WWII, Sparks joined RKO as an executive producer. As a producer with CBS, he is credited with the development and supervision of such shows as: Gunsmoke (1955), Gli uomini della prateria (1959) and Perry Mason (1957), among others.","February 4, 1898 in Peebles, Adams County, Ohio, USA",1898-02-04,"Peebles, Adams County, Ohio, USA","July 22, 1963 in Hollywood, California, USA  (heart attack)",1963-07-22,"Hollywood, California, USA  ",heart attack,"Penny Singleton  (1 January 1941 - 22 July 1963) (his death) (1 child)
Nydia Westman  (1930 - 1937) (divorced) (1 child)
Ruth Garland  (1923 - 1931) (divorced)",3,2,2,2
nm0817036,Robert F. Sparks,Robert F. Sparks,,,"January 9, 1930 in Los Angeles, California, USA",1930-01-09,"Los Angeles, California, USA","February 12, 1999 in Hemet, California, USA  (natural causes)",1999-02-12,"Hemet, California, USA  ",natural causes,Marilyn  (27 November 1956 - 12 February 1999) (his death) (3 children),1,0,1,3
nm0817038,Ryan Sparks,Ryan Sparks,,"Ryan Sparks is an actor, known for Sbucato dal passato (1999), The Road Home (2003) and JAG - Avvocati in divisa (1995).",,,,,,,,,0,0,0,0
nm0817041,Sparky Sparks,Sparky Sparks,,"Sparky Sparks is an actor, known for Touch Me in the Morning (1999), Tater Tots (2004) and Period Piece (2006).",,,,,,,,,0,0,0,0
nm0817065,David Sparling,David Sparling,,,,,,,,,,,0,0,0,0
nm0817070,Kent Sparling,Kent Sparling,,,"September 17, 1966 in San Francisco, California, USA",1966-09-17,"San Francisco, California, USA",,,,,,0,0,0,0
nm0817075,Lotos Sparovec,Lotos Sparovec,,"Lotos Sparovec was born on December 15, 1971 in Ljubljana, Slovenia. He is an actor, known for Pojdi Z Mano (2016), Idila (2015) and Mame (2017).","December 15, 1971 in Ljubljana, Slovenia",1971-12-15,"Ljubljana, Slovenia",,,,,,0,0,0,0
